Date,Open,High,Low,Close
12/31/2009,"1,126.60","1,127.64","1,114.81","1,115.10"
12/30/2009,"1,125.53","1,126.42","1,121.94","1,126.42"
12/29/2009,"1,128.55","1,130.38","1,126.08","1,126.20"
12/28/2009,"1,127.53","1,130.38","1,123.51","1,127.78"
12/24/2009,"1,121.08","1,126.48","1,121.08","1,126.48"
12/23/2009,"1,118.84","1,121.58","1,116.00","1,120.59"
12/22/2009,"1,114.51","1,120.27","1,114.51","1,118.02"
12/21/2009,"1,105.31","1,117.68","1,105.31","1,114.05"
12/18/2009,"1,097.86","1,103.74","1,093.88","1,102.47"
12/17/2009,"1,106.36","1,106.36","1,095.88","1,096.08"
12/16/2009,"1,108.61","1,116.21","1,107.96","1,109.18"
12/15/2009,"1,114.11","1,114.11","1,105.35","1,107.93"
12/14/2009,"1,107.84","1,114.76","1,107.84","1,114.11"
12/11/2009,"1,103.96","1,108.50","1,101.34","1,106.41"
12/10/2009,"1,098.69","1,106.25","1,098.69","1,102.35"
12/09/2009,"1,091.07","1,097.04","1,085.89","1,095.95"
12/08/2009,"1,103.04","1,103.04","1,088.61","1,091.94"
12/07/2009,"1,105.52","1,110.72","1,100.83","1,103.25"
12/04/2009,"1,100.43","1,119.13","1,096.52","1,105.98"
12/03/2009,"1,110.59","1,117.28","1,098.74","1,099.92"
12/02/2009,"1,109.03","1,115.58","1,105.29","1,109.24"
12/01/2009,"1,098.89","1,112.28","1,098.89","1,108.86"
11/30/2009,"1,091.07","1,097.24","1,086.25","1,095.63"
11/27/2009,"1,105.47","1,105.47","1,083.74","1,091.49"
11/25/2009,"1,106.49","1,111.18","1,104.75","1,110.63"
11/24/2009,"1,105.83","1,107.56","1,097.63","1,105.65"
11/23/2009,"1,094.86","1,112.38","1,094.86","1,106.24"
11/20/2009,"1,094.66","1,094.66","1,086.81","1,091.38"
11/19/2009,"1,106.44","1,106.44","1,088.40","1,094.90"
11/18/2009,"1,109.44","1,111.10","1,102.70","1,109.80"
11/17/2009,"1,109.22","1,110.52","1,102.19","1,110.32"
11/16/2009,"1,094.13","1,113.69","1,094.13","1,109.30"
11/13/2009,"1,087.59","1,097.79","1,085.33","1,093.48"
11/12/2009,"1,098.31","1,107.97","1,084.90","1,087.24"
11/11/2009,"1,096.04","1,105.37","1,093.81","1,098.51"
11/10/2009,"1,091.86","1,096.42","1,087.40","1,093.01"
11/09/2009,"1,076.84","1,093.19","1,072.31","1,093.08"
11/06/2009,"1,060.29","1,071.48","1,059.32","1,069.30"
11/05/2009,"1,054.50","1,066.65","1,047.30","1,066.63"
11/04/2009,"1,053.74","1,061.00","1,045.15","1,046.50"
11/03/2009,"1,036.10","1,046.36","1,033.94","1,045.41"
11/02/2009,"1,040.80","1,052.18","1,029.38","1,042.88"
10/30/2009,"1,061.28","1,065.41","1,033.38","1,036.19"
10/29/2009,"1,050.78","1,066.83","1,043.69","1,066.11"
10/28/2009,"1,059.42","1,063.26","1,042.19","1,042.63"
10/27/2009,"1,069.21","1,072.48","1,060.62","1,063.41"
10/26/2009,"1,080.95","1,091.75","1,065.23","1,066.95"
10/23/2009,"1,095.68","1,095.83","1,075.49","1,079.60"
10/22/2009,"1,080.77","1,095.21","1,074.31","1,092.91"
10/21/2009,"1,089.16","1,101.36","1,080.77","1,081.40"
10/20/2009,"1,097.65","1,098.64","1,086.16","1,091.06"
10/19/2009,"1,090.58","1,100.17","1,086.48","1,097.91"
10/16/2009,"1,087.50","1,094.67","1,081.53","1,087.68"
10/15/2009,"1,087.30","1,096.56","1,086.41","1,096.56"
10/14/2009,"1,086.31","1,093.17","1,078.68","1,092.02"
10/13/2009,"1,072.58","1,075.30","1,066.71","1,073.19"
10/12/2009,"1,076.27","1,079.46","1,071.63","1,076.19"
10/09/2009,"1,065.25","1,071.51","1,063.00","1,071.49"
10/08/2009,"1,064.77","1,070.67","1,060.03","1,065.48"
10/07/2009,"1,051.92","1,058.02","1,050.10","1,057.58"
10/06/2009,"1,047.85","1,060.55","1,042.02","1,054.72"
10/05/2009,"1,029.67","1,042.58","1,025.92","1,040.46"
10/02/2009,"1,020.49","1,030.60","1,019.95","1,025.21"
10/01/2009,"1,052.80","1,054.91","1,029.45","1,029.85"
09/30/2009,"1,062.76","1,063.40","1,046.47","1,057.08"
09/29/2009,"1,064.87","1,069.62","1,057.83","1,060.61"
09/28/2009,"1,049.36","1,065.13","1,045.38","1,062.98"
09/25/2009,"1,047.78","1,053.47","1,041.17","1,044.38"
09/24/2009,"1,064.03","1,066.29","1,045.85","1,050.78"
09/23/2009,"1,073.54","1,080.15","1,060.39","1,060.87"
09/22/2009,"1,070.66","1,073.81","1,066.35","1,071.66"
09/21/2009,"1,060.03","1,067.28","1,057.46","1,064.66"
09/18/2009,"1,071.52","1,071.52","1,064.27","1,068.30"
09/17/2009,"1,066.62","1,074.77","1,061.20","1,065.49"
