Date,Open,High,Low,Close
12/30/2011,"1,262.82","1,264.12","1,257.46","1,257.60"
12/29/2011,"1,249.75","1,263.54","1,249.75","1,263.02"
12/28/2011,"1,265.38","1,265.85","1,248.64","1,249.64"
12/27/2011,"1,265.02","1,269.37","1,262.30","1,265.43"
12/23/2011,"1,254.00","1,265.42","1,254.00","1,265.33"
12/22/2011,"1,243.72","1,255.22","1,243.72","1,254.00"
12/21/2011,"1,241.25","1,245.09","1,229.51","1,243.72"
12/20/2011,"1,205.72","1,242.82","1,205.72","1,241.30"
12/19/2011,"1,219.74","1,224.57","1,202.37","1,205.35"
12/16/2011,"1,216.09","1,231.04","1,215.20","1,219.66"
12/15/2011,"1,212.12","1,225.60","1,212.12","1,215.75"
12/14/2011,"1,225.73","1,225.73","1,209.47","1,211.82"
12/13/2011,"1,236.83","1,249.86","1,219.43","1,225.73"
12/12/2011,"1,255.05","1,255.05","1,227.25","1,236.47"
12/09/2011,"1,234.48","1,258.25","1,234.48","1,255.19"
12/08/2011,"1,260.87","1,260.87","1,231.47","1,234.35"
12/07/2011,"1,258.14","1,267.06","1,244.80","1,261.01"
12/06/2011,"1,257.19","1,266.03","1,253.03","1,258.47"
12/05/2011,"1,244.33","1,266.73","1,244.33","1,257.08"
12/02/2011,"1,246.03","1,260.08","1,243.35","1,244.28"
12/01/2011,"1,246.91","1,251.09","1,239.73","1,244.58"
11/30/2011,"1,196.72","1,247.11","1,196.72","1,246.96"
11/29/2011,"1,192.56","1,203.67","1,191.80","1,195.19"
11/28/2011,"1,158.67","1,197.35","1,158.67","1,192.55"
11/25/2011,"1,161.41","1,172.66","1,158.66","1,158.67"
11/23/2011,"1,187.48","1,187.48","1,161.79","1,161.79"
11/22/2011,"1,192.98","1,196.81","1,181.65","1,188.04"
11/21/2011,"1,215.62","1,215.62","1,183.16","1,192.98"
11/18/2011,"1,213.19","1,223.51","1,211.36","1,215.65"
11/17/2011,"1,236.56","1,237.73","1,209.43","1,216.13"
11/16/2011,"1,257.81","1,259.61","1,235.67","1,236.91"
11/15/2011,"1,251.70","1,264.25","1,244.34","1,257.81"
11/14/2011,"1,263.85","1,263.85","1,246.68","1,251.78"
11/11/2011,"1,240.12","1,266.98","1,240.12","1,263.85"
11/10/2011,"1,229.59","1,246.22","1,227.70","1,239.69"
11/09/2011,"1,275.18","1,275.18","1,226.64","1,229.10"
11/08/2011,"1,261.12","1,277.55","1,254.99","1,275.92"
11/07/2011,"1,253.21","1,261.70","1,240.75","1,261.12"
11/04/2011,"1,260.82","1,260.82","1,238.92","1,253.23"
11/03/2011,"1,238.25","1,263.21","1,234.81","1,261.15"
11/02/2011,"1,219.62","1,242.48","1,219.62","1,237.90"
11/01/2011,"1,251.00","1,251.00","1,215.42","1,218.28"
10/31/2011,"1,284.96","1,284.96","1,253.16","1,253.30"
10/28/2011,"1,284.39","1,287.08","1,277.01","1,285.09"
10/27/2011,"1,243.97","1,292.66","1,243.97","1,284.59"
