,interest,sp_index,unemp_rate,gdp,inflation,rent_index
1978-01-03,6.7,93.82,6.4,2202.76,62.7,67.1
1978-01-04,6.7,93.52,6.4,2202.76,62.7,67.1
1978-01-05,6.7,92.74,6.4,2202.76,62.7,67.1
1978-01-06,6.7,91.62,6.4,2202.76,62.7,67.1
1978-01-09,6.7,90.64,6.4,2202.76,62.7,67.1
1978-01-10,6.7,90.17,6.4,2202.76,62.7,67.1
1978-01-11,6.7,89.74,6.4,2202.76,62.7,67.1
1978-01-12,6.7,89.92,6.4,2202.76,62.7,67.1
1978-01-13,6.7,89.69,6.4,2202.76,62.7,67.1
1978-01-16,6.7,89.43,6.4,2202.76,62.7,67.1
1978-01-17,6.7,89.88,6.4,2202.76,62.7,67.1
1978-01-18,6.7,90.56,6.4,2202.76,62.7,67.1
1978-01-19,6.7,90.09,6.4,2202.76,62.7,67.1
1978-01-20,6.7,89.89,6.4,2202.76,62.7,67.1
1978-01-23,6.7,89.24,6.4,2202.76,62.7,67.1
1978-01-24,6.7,89.25,6.4,2202.76,62.7,67.1
1978-01-25,6.7,89.39,6.4,2202.76,62.7,67.1
1978-01-26,6.7,88.58,6.4,2202.76,62.7,67.1
1978-01-27,6.7,88.58,6.4,2202.76,62.7,67.1
1978-01-30,6.7,89.34,6.4,2202.76,62.7,67.1
1978-01-31,6.7,89.25,6.4,2202.76,62.7,67.1
1978-02-01,6.78,89.93,6.3,2202.76,63.0,67.5
1978-02-02,6.78,90.13,6.3,2202.76,63.0,67.5
1978-02-03,6.78,89.62,6.3,2202.76,63.0,67.5
1978-02-06,6.78,89.5,6.3,2202.76,63.0,67.5
1978-02-07,6.78,90.33,6.3,2202.76,63.0,67.5
1978-02-08,6.78,90.83,6.3,2202.76,63.0,67.5
1978-02-09,6.78,90.3,6.3,2202.76,63.0,67.5
1978-02-10,6.78,90.08,6.3,2202.76,63.0,67.5
1978-02-13,6.78,88.86,6.3,2202.76,63.0,67.5
1978-02-14,6.78,89.04,6.3,2202.76,63.0,67.5
1978-02-15,6.78,88.83,6.3,2202.76,63.0,67.5
1978-02-16,6.78,88.08,6.3,2202.76,63.0,67.5
1978-02-17,6.78,87.96,6.3,2202.76,63.0,67.5
1978-02-21,6.78,87.59,6.3,2202.76,63.0,67.5
1978-02-22,6.78,87.56,6.3,2202.76,63.0,67.5
1978-02-23,6.78,87.64,6.3,2202.76,63.0,67.5
1978-02-24,6.78,88.49,6.3,2202.76,63.0,67.5
1978-02-27,6.78,87.72,6.3,2202.76,63.0,67.5
1978-02-28,6.78,87.04,6.3,2202.76,63.0,67.5
1978-03-01,6.79,87.19,6.3,2202.76,63.4,67.8
1978-03-02,6.79,87.32,6.3,2202.76,63.4,67.8
1978-03-03,6.79,87.45,6.3,2202.76,63.4,67.8
1978-03-06,6.79,86.9,6.3,2202.76,63.4,67.8
1978-03-07,6.79,87.36,6.3,2202.76,63.4,67.8
1978-03-08,6.79,87.84,6.3,2202.76,63.4,67.8
1978-03-09,6.79,87.89,6.3,2202.76,63.4,67.8
1978-03-10,6.79,88.88,6.3,2202.76,63.4,67.8
1978-03-13,6.79,88.95,6.3,2202.76,63.4,67.8
1978-03-14,6.79,89.35,6.3,2202.76,63.4,67.8
1978-03-15,6.79,89.12,6.3,2202.76,63.4,67.8
1978-03-16,6.79,89.51,6.3,2202.76,63.4,67.8
1978-03-17,6.79,90.2,6.3,2202.76,63.4,67.8
1978-03-20,6.79,90.82,6.3,2202.76,63.4,67.8
1978-03-21,6.79,89.79,6.3,2202.76,63.4,67.8
1978-03-22,6.79,89.47,6.3,2202.76,63.4,67.8
1978-03-23,6.79,89.36,6.3,2202.76,63.4,67.8
1978-03-27,6.79,88.87,6.3,2202.76,63.4,67.8
1978-03-28,6.79,89.5,6.3,2202.76,63.4,67.8
1978-03-29,6.79,89.64,6.3,2202.76,63.4,67.8
1978-03-30,6.79,89.41,6.3,2202.76,63.4,67.8
1978-03-31,6.79,89.21,6.3,2202.76,63.4,67.8
1978-04-01,6.89,89.21,6.1,2331.633,63.9,68.2
1978-04-03,6.89,88.46,6.1,2331.633,63.9,68.2
1978-04-04,6.89,88.86,6.1,2331.633,63.9,68.2
1978-04-05,6.89,89.64,6.1,2331.633,63.9,68.2
1978-04-06,6.89,89.79,6.1,2331.633,63.9,68.2
1978-04-07,6.89,90.17,6.1,2331.633,63.9,68.2
1978-04-10,6.89,90.49,6.1,2331.633,63.9,68.2
1978-04-11,6.89,90.25,6.1,2331.633,63.9,68.2
1978-04-12,6.89,90.11,6.1,2331.633,63.9,68.2
1978-04-13,6.89,90.98,6.1,2331.633,63.9,68.2
1978-04-14,6.89,92.92,6.1,2331.633,63.9,68.2
1978-04-17,6.89,94.45,6.1,2331.633,63.9,68.2
1978-04-18,6.89,93.43,6.1,2331.633,63.9,68.2
1978-04-19,6.89,93.86,6.1,2331.633,63.9,68.2
1978-04-20,6.89,94.54,6.1,2331.633,63.9,68.2
1978-04-21,6.89,94.34,6.1,2331.633,63.9,68.2
1978-04-24,6.89,95.77,6.1,2331.633,63.9,68.2
1978-04-25,6.89,96.64,6.1,2331.633,63.9,68.2
1978-04-26,6.89,96.82,6.1,2331.633,63.9,68.2
1978-04-27,6.89,95.86,6.1,2331.633,63.9,68.2
1978-04-28,6.89,96.83,6.1,2331.633,63.9,68.2
1978-05-01,7.36,97.67,6.0,2331.633,64.5,68.7
1978-05-02,7.36,97.25,6.0,2331.633,64.5,68.7
1978-05-03,7.36,96.26,6.0,2331.633,64.5,68.7
1978-05-04,7.36,95.93,6.0,2331.633,64.5,68.7
1978-05-05,7.36,96.53,6.0,2331.633,64.5,68.7
1978-05-08,7.36,96.19,6.0,2331.633,64.5,68.7
1978-05-09,7.36,95.9,6.0,2331.633,64.5,68.7
1978-05-10,7.36,95.92,6.0,2331.633,64.5,68.7
1978-05-11,7.36,97.2,6.0,2331.633,64.5,68.7
1978-05-12,7.36,98.07,6.0,2331.633,64.5,68.7
1978-05-15,7.36,98.76,6.0,2331.633,64.5,68.7
1978-05-16,7.36,99.35,6.0,2331.633,64.5,68.7
1978-05-17,7.36,99.6,6.0,2331.633,64.5,68.7
1978-05-18,7.36,98.62,6.0,2331.633,64.5,68.7
1978-05-19,7.36,98.12,6.0,2331.633,64.5,68.7
1978-05-22,7.36,99.09,6.0,2331.633,64.5,68.7
1978-05-23,7.36,98.05,6.0,2331.633,64.5,68.7
1978-05-24,7.36,97.08,6.0,2331.633,64.5,68.7
1978-05-25,7.36,96.8,6.0,2331.633,64.5,68.7
1978-05-26,7.36,96.58,6.0,2331.633,64.5,68.7
1978-05-30,7.36,96.86,6.0,2331.633,64.5,68.7
1978-05-31,7.36,97.24,6.0,2331.633,64.5,68.7
1978-06-01,7.6,97.35,5.9,2331.633,65.0,69.1
1978-06-02,7.6,98.14,5.9,2331.633,65.0,69.1
1978-06-05,7.6,99.95,5.9,2331.633,65.0,69.1
1978-06-06,7.6,100.32,5.9,2331.633,65.0,69.1
1978-06-07,7.6,100.12,5.9,2331.633,65.0,69.1
1978-06-08,7.6,100.21,5.9,2331.633,65.0,69.1
1978-06-09,7.6,99.93,5.9,2331.633,65.0,69.1
1978-06-12,7.6,99.55,5.9,2331.633,65.0,69.1
1978-06-13,7.6,99.57,5.9,2331.633,65.0,69.1
1978-06-14,7.6,99.48,5.9,2331.633,65.0,69.1
1978-06-15,7.6,98.34,5.9,2331.633,65.0,69.1
1978-06-16,7.6,97.42,5.9,2331.633,65.0,69.1
1978-06-19,7.6,97.49,5.9,2331.633,65.0,69.1
1978-06-20,7.6,96.51,5.9,2331.633,65.0,69.1
1978-06-21,7.6,96.01,5.9,2331.633,65.0,69.1
1978-06-22,7.6,96.24,5.9,2331.633,65.0,69.1
1978-06-23,7.6,95.85,5.9,2331.633,65.0,69.1
1978-06-26,7.6,94.6,5.9,2331.633,65.0,69.1
1978-06-27,7.6,94.98,5.9,2331.633,65.0,69.1
1978-06-28,7.6,95.4,5.9,2331.633,65.0,69.1
1978-06-29,7.6,95.57,5.9,2331.633,65.0,69.1
1978-06-30,7.6,95.53,5.9,2331.633,65.0,69.1
1978-07-01,7.81,95.53,6.2,2395.053,65.5,69.4
1978-07-03,7.81,95.09,6.2,2395.053,65.5,69.4
1978-07-05,7.81,94.27,6.2,2395.053,65.5,69.4
1978-07-06,7.81,94.32,6.2,2395.053,65.5,69.4
1978-07-07,7.81,94.89,6.2,2395.053,65.5,69.4
1978-07-10,7.81,95.27,6.2,2395.053,65.5,69.4
1978-07-11,7.81,95.93,6.2,2395.053,65.5,69.4
1978-07-12,7.81,96.24,6.2,2395.053,65.5,69.4
1978-07-13,7.81,96.25,6.2,2395.053,65.5,69.4
1978-07-14,7.81,97.58,6.2,2395.053,65.5,69.4
1978-07-17,7.81,97.78,6.2,2395.053,65.5,69.4
1978-07-18,7.81,96.87,6.2,2395.053,65.5,69.4
1978-07-19,7.81,98.12,6.2,2395.053,65.5,69.4
1978-07-20,7.81,98.03,6.2,2395.053,65.5,69.4
1978-07-21,7.81,97.75,6.2,2395.053,65.5,69.4
1978-07-24,7.81,97.72,6.2,2395.053,65.5,69.4
1978-07-25,7.81,98.44,6.2,2395.053,65.5,69.4
1978-07-26,7.81,99.08,6.2,2395.053,65.5,69.4
1978-07-27,7.81,99.54,6.2,2395.053,65.5,69.4
1978-07-28,7.81,100.0,6.2,2395.053,65.5,69.4
1978-07-31,7.81,100.68,6.2,2395.053,65.5,69.4
1978-08-01,8.04,100.66,5.9,2395.053,65.9,69.7
1978-08-02,8.04,102.92,5.9,2395.053,65.9,69.7
1978-08-03,8.04,103.51,5.9,2395.053,65.9,69.7
1978-08-04,8.04,103.92,5.9,2395.053,65.9,69.7
1978-08-07,8.04,103.55,5.9,2395.053,65.9,69.7
1978-08-08,8.04,104.01,5.9,2395.053,65.9,69.7
1978-08-09,8.04,104.5,5.9,2395.053,65.9,69.7
1978-08-10,8.04,103.66,5.9,2395.053,65.9,69.7
1978-08-11,8.04,103.96,5.9,2395.053,65.9,69.7
1978-08-14,8.04,103.97,5.9,2395.053,65.9,69.7
1978-08-15,8.04,103.85,5.9,2395.053,65.9,69.7
1978-08-16,8.04,104.65,5.9,2395.053,65.9,69.7
1978-08-17,8.04,105.08,5.9,2395.053,65.9,69.7
1978-08-18,8.04,104.73,5.9,2395.053,65.9,69.7
1978-08-21,8.04,103.89,5.9,2395.053,65.9,69.7
1978-08-22,8.04,104.31,5.9,2395.053,65.9,69.7
1978-08-23,8.04,104.91,5.9,2395.053,65.9,69.7
1978-08-24,8.04,105.08,5.9,2395.053,65.9,69.7
1978-08-25,8.04,104.9,5.9,2395.053,65.9,69.7
1978-08-28,8.04,103.96,5.9,2395.053,65.9,69.7
1978-08-29,8.04,103.39,5.9,2395.053,65.9,69.7
1978-08-30,8.04,103.5,5.9,2395.053,65.9,69.7
1978-08-31,8.04,103.29,5.9,2395.053,65.9,69.7
1978-09-01,8.45,103.68,6.0,2395.053,66.5,70.3
1978-09-05,8.45,104.49,6.0,2395.053,66.5,70.3
1978-09-06,8.45,105.38,6.0,2395.053,66.5,70.3
1978-09-07,8.45,105.42,6.0,2395.053,66.5,70.3
1978-09-08,8.45,106.79,6.0,2395.053,66.5,70.3
1978-09-11,8.45,106.98,6.0,2395.053,66.5,70.3
1978-09-12,8.45,106.99,6.0,2395.053,66.5,70.3
1978-09-13,8.45,106.34,6.0,2395.053,66.5,70.3
1978-09-14,8.45,106.34,6.0,2395.053,66.5,70.3
1978-09-15,8.45,105.1,6.0,2395.053,66.5,70.3
1978-09-18,8.45,104.12,6.0,2395.053,66.5,70.3
1978-09-19,8.45,102.53,6.0,2395.053,66.5,70.3
1978-09-20,8.45,101.73,6.0,2395.053,66.5,70.3
1978-09-21,8.45,101.9,6.0,2395.053,66.5,70.3
1978-09-22,8.45,101.84,6.0,2395.053,66.5,70.3
1978-09-25,8.45,101.86,6.0,2395.053,66.5,70.3
1978-09-26,8.45,102.62,6.0,2395.053,66.5,70.3
1978-09-27,8.45,101.66,6.0,2395.053,66.5,70.3
1978-09-28,8.45,101.96,6.0,2395.053,66.5,70.3
1978-09-29,8.45,102.54,6.0,2395.053,66.5,70.3
1978-10-01,8.96,102.54,5.8,2476.949,67.1,70.7
1978-10-02,8.96,102.96,5.8,2476.949,67.1,70.7
1978-10-03,8.96,102.6,5.8,2476.949,67.1,70.7
1978-10-04,8.96,103.06,5.8,2476.949,67.1,70.7
1978-10-05,8.96,103.27,5.8,2476.949,67.1,70.7
1978-10-06,8.96,103.52,5.8,2476.949,67.1,70.7
1978-10-09,8.96,104.59,5.8,2476.949,67.1,70.7
1978-10-10,8.96,103.9,5.8,2476.949,67.1,70.7
1978-10-11,8.96,105.39,5.8,2476.949,67.1,70.7
1978-10-12,8.96,104.88,5.8,2476.949,67.1,70.7
1978-10-13,8.96,104.56,5.8,2476.949,67.1,70.7
1978-10-16,8.96,102.61,5.8,2476.949,67.1,70.7
1978-10-17,8.96,101.26,5.8,2476.949,67.1,70.7
1978-10-18,8.96,100.49,5.8,2476.949,67.1,70.7
1978-10-19,8.96,99.33,5.8,2476.949,67.1,70.7
1978-10-20,8.96,97.95,5.8,2476.949,67.1,70.7
1978-10-23,8.96,98.18,5.8,2476.949,67.1,70.7
1978-10-24,8.96,97.49,5.8,2476.949,67.1,70.7
1978-10-25,8.96,97.31,5.8,2476.949,67.1,70.7
1978-10-26,8.96,96.03,5.8,2476.949,67.1,70.7
1978-10-27,8.96,94.59,5.8,2476.949,67.1,70.7
1978-10-30,8.96,95.05,5.8,2476.949,67.1,70.7
1978-10-31,8.96,93.15,5.8,2476.949,67.1,70.7
1978-11-01,9.76,96.85,5.9,2476.949,67.5,71.2
1978-11-02,9.76,95.61,5.9,2476.949,67.5,71.2
1978-11-03,9.76,96.18,5.9,2476.949,67.5,71.2
1978-11-06,9.76,95.19,5.9,2476.949,67.5,71.2
1978-11-07,9.76,93.85,5.9,2476.949,67.5,71.2
1978-11-08,9.76,94.45,5.9,2476.949,67.5,71.2
1978-11-09,9.76,94.42,5.9,2476.949,67.5,71.2
1978-11-10,9.76,94.77,5.9,2476.949,67.5,71.2
1978-11-13,9.76,93.13,5.9,2476.949,67.5,71.2
1978-11-14,9.76,92.49,5.9,2476.949,67.5,71.2
1978-11-15,9.76,92.71,5.9,2476.949,67.5,71.2
1978-11-16,9.76,93.71,5.9,2476.949,67.5,71.2
1978-11-17,9.76,94.42,5.9,2476.949,67.5,71.2
1978-11-20,9.76,95.25,5.9,2476.949,67.5,71.2
1978-11-21,9.76,95.01,5.9,2476.949,67.5,71.2
1978-11-22,9.76,95.48,5.9,2476.949,67.5,71.2
1978-11-24,9.76,95.79,5.9,2476.949,67.5,71.2
1978-11-27,9.76,95.39,5.9,2476.949,67.5,71.2
1978-11-28,9.76,95.15,5.9,2476.949,67.5,71.2
1978-11-29,9.76,93.75,5.9,2476.949,67.5,71.2
1978-11-30,9.76,94.7,5.9,2476.949,67.5,71.2
1978-12-01,10.03,96.28,6.0,2476.949,67.9,71.6
1978-12-04,10.03,96.15,6.0,2476.949,67.9,71.6
1978-12-05,10.03,97.44,6.0,2476.949,67.9,71.6
1978-12-06,10.03,97.49,6.0,2476.949,67.9,71.6
1978-12-07,10.03,97.08,6.0,2476.949,67.9,71.6
1978-12-08,10.03,96.63,6.0,2476.949,67.9,71.6
1978-12-11,10.03,97.11,6.0,2476.949,67.9,71.6
1978-12-12,10.03,96.59,6.0,2476.949,67.9,71.6
1978-12-13,10.03,96.06,6.0,2476.949,67.9,71.6
1978-12-14,10.03,96.04,6.0,2476.949,67.9,71.6
1978-12-15,10.03,95.33,6.0,2476.949,67.9,71.6
1978-12-18,10.03,93.44,6.0,2476.949,67.9,71.6
1978-12-19,10.03,94.24,6.0,2476.949,67.9,71.6
1978-12-20,10.03,94.68,6.0,2476.949,67.9,71.6
1978-12-21,10.03,94.71,6.0,2476.949,67.9,71.6
1978-12-22,10.03,96.31,6.0,2476.949,67.9,71.6
1978-12-26,10.03,97.52,6.0,2476.949,67.9,71.6
1978-12-27,10.03,96.66,6.0,2476.949,67.9,71.6
1978-12-28,10.03,96.28,6.0,2476.949,67.9,71.6
1978-12-29,10.03,96.11,6.0,2476.949,67.9,71.6
1979-01-01,10.07,96.11,5.9,2526.61,68.5,71.9
1979-01-02,10.07,96.73,5.9,2526.61,68.5,71.9
1979-01-03,10.07,97.8,5.9,2526.61,68.5,71.9
1979-01-04,10.07,98.58,5.9,2526.61,68.5,71.9
1979-01-05,10.07,99.13,5.9,2526.61,68.5,71.9
1979-01-08,10.07,98.8,5.9,2526.61,68.5,71.9
1979-01-09,10.07,99.33,5.9,2526.61,68.5,71.9
1979-01-10,10.07,98.77,5.9,2526.61,68.5,71.9
1979-01-11,10.07,99.1,5.9,2526.61,68.5,71.9
1979-01-12,10.07,99.93,5.9,2526.61,68.5,71.9
1979-01-15,10.07,100.59,5.9,2526.61,68.5,71.9
1979-01-16,10.07,99.46,5.9,2526.61,68.5,71.9
1979-01-17,10.07,99.48,5.9,2526.61,68.5,71.9
1979-01-18,10.07,99.72,5.9,2526.61,68.5,71.9
1979-01-19,10.07,99.75,5.9,2526.61,68.5,71.9
1979-01-22,10.07,99.9,5.9,2526.61,68.5,71.9
1979-01-23,10.07,100.6,5.9,2526.61,68.5,71.9
1979-01-24,10.07,100.16,5.9,2526.61,68.5,71.9
1979-01-25,10.07,101.19,5.9,2526.61,68.5,71.9
1979-01-26,10.07,101.86,5.9,2526.61,68.5,71.9
1979-01-29,10.07,101.55,5.9,2526.61,68.5,71.9
1979-01-30,10.07,101.05,5.9,2526.61,68.5,71.9
1979-01-31,10.07,99.93,5.9,2526.61,68.5,71.9
1979-02-01,10.06,99.96,5.9,2526.61,69.2,72.2
1979-02-02,10.06,99.5,5.9,2526.61,69.2,72.2
1979-02-05,10.06,98.09,5.9,2526.61,69.2,72.2
1979-02-06,10.06,98.05,5.9,2526.61,69.2,72.2
1979-02-07,10.06,97.16,5.9,2526.61,69.2,72.2
1979-02-08,10.06,97.65,5.9,2526.61,69.2,72.2
1979-02-09,10.06,97.87,5.9,2526.61,69.2,72.2
1979-02-12,10.06,98.2,5.9,2526.61,69.2,72.2
1979-02-13,10.06,98.93,5.9,2526.61,69.2,72.2
1979-02-14,10.06,98.87,5.9,2526.61,69.2,72.2
1979-02-15,10.06,98.73,5.9,2526.61,69.2,72.2
1979-02-16,10.06,98.67,5.9,2526.61,69.2,72.2
1979-02-20,10.06,99.42,5.9,2526.61,69.2,72.2
1979-02-21,10.06,99.07,5.9,2526.61,69.2,72.2
1979-02-22,10.06,98.33,5.9,2526.61,69.2,72.2
1979-02-23,10.06,97.78,5.9,2526.61,69.2,72.2
1979-02-26,10.06,97.67,5.9,2526.61,69.2,72.2
1979-02-27,10.06,96.13,5.9,2526.61,69.2,72.2
1979-02-28,10.06,96.28,5.9,2526.61,69.2,72.2
1979-03-01,10.09,96.9,5.8,2526.61,69.9,72.4
1979-03-02,10.09,96.97,5.8,2526.61,69.9,72.4
1979-03-05,10.09,98.06,5.8,2526.61,69.9,72.4
1979-03-06,10.09,97.87,5.8,2526.61,69.9,72.4
1979-03-07,10.09,98.44,5.8,2526.61,69.9,72.4
1979-03-08,10.09,99.58,5.8,2526.61,69.9,72.4
1979-03-09,10.09,99.54,5.8,2526.61,69.9,72.4
1979-03-12,10.09,99.67,5.8,2526.61,69.9,72.4
1979-03-13,10.09,99.84,5.8,2526.61,69.9,72.4
1979-03-14,10.09,99.71,5.8,2526.61,69.9,72.4
1979-03-15,10.09,99.86,5.8,2526.61,69.9,72.4
1979-03-16,10.09,100.69,5.8,2526.61,69.9,72.4
1979-03-19,10.09,101.06,5.8,2526.61,69.9,72.4
1979-03-20,10.09,100.5,5.8,2526.61,69.9,72.4
1979-03-21,10.09,101.25,5.8,2526.61,69.9,72.4
1979-03-22,10.09,101.67,5.8,2526.61,69.9,72.4
1979-03-23,10.09,101.6,5.8,2526.61,69.9,72.4
1979-03-26,10.09,101.04,5.8,2526.61,69.9,72.4
1979-03-27,10.09,102.48,5.8,2526.61,69.9,72.4
1979-03-28,10.09,102.12,5.8,2526.61,69.9,72.4
1979-03-29,10.09,102.03,5.8,2526.61,69.9,72.4
1979-03-30,10.09,101.5,5.8,2526.61,69.9,72.4
1979-04-01,10.01,101.5,5.8,2591.247,70.6,72.7
1979-04-02,10.01,100.9,5.8,2591.247,70.6,72.7
1979-04-03,10.01,102.4,5.8,2591.247,70.6,72.7
1979-04-04,10.01,102.65,5.8,2591.247,70.6,72.7
1979-04-05,10.01,103.26,5.8,2591.247,70.6,72.7
1979-04-06,10.01,103.18,5.8,2591.247,70.6,72.7
1979-04-09,10.01,102.87,5.8,2591.247,70.6,72.7
1979-04-10,10.01,103.34,5.8,2591.247,70.6,72.7
1979-04-11,10.01,102.31,5.8,2591.247,70.6,72.7
1979-04-12,10.01,102.0,5.8,2591.247,70.6,72.7
1979-04-16,10.01,101.12,5.8,2591.247,70.6,72.7
1979-04-17,10.01,101.24,5.8,2591.247,70.6,72.7
1979-04-18,10.01,101.7,5.8,2591.247,70.6,72.7
1979-04-19,10.01,101.28,5.8,2591.247,70.6,72.7
1979-04-20,10.01,101.23,5.8,2591.247,70.6,72.7
1979-04-23,10.01,101.57,5.8,2591.247,70.6,72.7
1979-04-24,10.01,102.2,5.8,2591.247,70.6,72.7
1979-04-25,10.01,102.5,5.8,2591.247,70.6,72.7
1979-04-26,10.01,102.01,5.8,2591.247,70.6,72.7
1979-04-27,10.01,101.8,5.8,2591.247,70.6,72.7
1979-04-30,10.01,101.75,5.8,2591.247,70.6,72.7
1979-05-01,10.24,101.68,5.6,2591.247,71.4,73.4
1979-05-02,10.24,101.72,5.6,2591.247,71.4,73.4
1979-05-03,10.24,101.81,5.6,2591.247,71.4,73.4
1979-05-04,10.24,100.69,5.6,2591.247,71.4,73.4
1979-05-07,10.24,99.02,5.6,2591.247,71.4,73.4
1979-05-08,10.24,99.17,5.6,2591.247,71.4,73.4
1979-05-09,10.24,99.46,5.6,2591.247,71.4,73.4
1979-05-10,10.24,98.52,5.6,2591.247,71.4,73.4
1979-05-11,10.24,98.52,5.6,2591.247,71.4,73.4
1979-05-14,10.24,98.06,5.6,2591.247,71.4,73.4
1979-05-15,10.24,98.14,5.6,2591.247,71.4,73.4
1979-05-16,10.24,98.42,5.6,2591.247,71.4,73.4
1979-05-17,10.24,99.94,5.6,2591.247,71.4,73.4
1979-05-18,10.24,99.93,5.6,2591.247,71.4,73.4
1979-05-21,10.24,100.14,5.6,2591.247,71.4,73.4
1979-05-22,10.24,100.51,5.6,2591.247,71.4,73.4
1979-05-23,10.24,99.88,5.6,2591.247,71.4,73.4
1979-05-24,10.24,99.93,5.6,2591.247,71.4,73.4
1979-05-25,10.24,100.22,5.6,2591.247,71.4,73.4
1979-05-29,10.24,100.05,5.6,2591.247,71.4,73.4
1979-05-30,10.24,99.11,5.6,2591.247,71.4,73.4
1979-05-31,10.24,99.08,5.6,2591.247,71.4,73.4
1979-06-01,10.29,99.17,5.7,2591.247,72.2,73.8
1979-06-04,10.29,98.32,5.7,2591.247,72.2,73.8
1979-06-05,10.29,100.62,5.7,2591.247,72.2,73.8
1979-06-06,10.29,101.3,5.7,2591.247,72.2,73.8
1979-06-07,10.29,101.79,5.7,2591.247,72.2,73.8
1979-06-08,10.29,101.49,5.7,2591.247,72.2,73.8
1979-06-11,10.29,101.91,5.7,2591.247,72.2,73.8
1979-06-12,10.29,102.85,5.7,2591.247,72.2,73.8
1979-06-13,10.29,102.31,5.7,2591.247,72.2,73.8
1979-06-14,10.29,102.2,5.7,2591.247,72.2,73.8
1979-06-15,10.29,102.09,5.7,2591.247,72.2,73.8
1979-06-18,10.29,101.56,5.7,2591.247,72.2,73.8
1979-06-19,10.29,101.58,5.7,2591.247,72.2,73.8
1979-06-20,10.29,101.63,5.7,2591.247,72.2,73.8
1979-06-21,10.29,102.09,5.7,2591.247,72.2,73.8
1979-06-22,10.29,102.64,5.7,2591.247,72.2,73.8
1979-06-25,10.29,102.09,5.7,2591.247,72.2,73.8
1979-06-26,10.29,101.66,5.7,2591.247,72.2,73.8
1979-06-27,10.29,102.27,5.7,2591.247,72.2,73.8
1979-06-28,10.29,102.8,5.7,2591.247,72.2,73.8
1979-06-29,10.29,102.91,5.7,2591.247,72.2,73.8
1979-07-01,10.47,102.91,5.7,2667.565,73.0,74.3
1979-07-02,10.47,101.99,5.7,2667.565,73.0,74.3
1979-07-03,10.47,102.09,5.7,2667.565,73.0,74.3
1979-07-05,10.47,102.43,5.7,2667.565,73.0,74.3
1979-07-06,10.47,103.62,5.7,2667.565,73.0,74.3
1979-07-09,10.47,104.47,5.7,2667.565,73.0,74.3
1979-07-10,10.47,104.2,5.7,2667.565,73.0,74.3
1979-07-11,10.47,103.64,5.7,2667.565,73.0,74.3
1979-07-12,10.47,102.69,5.7,2667.565,73.0,74.3
1979-07-13,10.47,102.32,5.7,2667.565,73.0,74.3
1979-07-16,10.47,102.74,5.7,2667.565,73.0,74.3
1979-07-17,10.47,101.83,5.7,2667.565,73.0,74.3
1979-07-18,10.47,101.69,5.7,2667.565,73.0,74.3
1979-07-19,10.47,101.61,5.7,2667.565,73.0,74.3
1979-07-20,10.47,101.82,5.7,2667.565,73.0,74.3
1979-07-23,10.47,101.59,5.7,2667.565,73.0,74.3
1979-07-24,10.47,101.97,5.7,2667.565,73.0,74.3
1979-07-25,10.47,103.08,5.7,2667.565,73.0,74.3
1979-07-26,10.47,103.1,5.7,2667.565,73.0,74.3
1979-07-27,10.47,103.1,5.7,2667.565,73.0,74.3
1979-07-30,10.47,103.15,5.7,2667.565,73.0,74.3
1979-07-31,10.47,103.81,5.7,2667.565,73.0,74.3
1979-08-01,10.94,104.17,6.0,2667.565,73.7,75.0
1979-08-02,10.94,104.1,6.0,2667.565,73.7,75.0
1979-08-03,10.94,104.04,6.0,2667.565,73.7,75.0
1979-08-06,10.94,104.3,6.0,2667.565,73.7,75.0
1979-08-07,10.94,105.65,6.0,2667.565,73.7,75.0
1979-08-08,10.94,105.98,6.0,2667.565,73.7,75.0
1979-08-09,10.94,105.49,6.0,2667.565,73.7,75.0
1979-08-10,10.94,106.4,6.0,2667.565,73.7,75.0
1979-08-13,10.94,107.42,6.0,2667.565,73.7,75.0
1979-08-14,10.94,107.52,6.0,2667.565,73.7,75.0
1979-08-15,10.94,108.25,6.0,2667.565,73.7,75.0
1979-08-16,10.94,108.09,6.0,2667.565,73.7,75.0
1979-08-17,10.94,108.3,6.0,2667.565,73.7,75.0
1979-08-20,10.94,108.83,6.0,2667.565,73.7,75.0
1979-08-21,10.94,108.91,6.0,2667.565,73.7,75.0
1979-08-22,10.94,108.99,6.0,2667.565,73.7,75.0
1979-08-23,10.94,108.63,6.0,2667.565,73.7,75.0
1979-08-24,10.94,108.6,6.0,2667.565,73.7,75.0
1979-08-27,10.94,109.14,6.0,2667.565,73.7,75.0
1979-08-28,10.94,109.02,6.0,2667.565,73.7,75.0
1979-08-29,10.94,109.02,6.0,2667.565,73.7,75.0
1979-08-30,10.94,109.02,6.0,2667.565,73.7,75.0
1979-08-31,10.94,109.32,6.0,2667.565,73.7,75.0
1979-09-01,11.43,109.32,5.9,2667.565,74.4,75.6
1979-09-04,11.43,107.22,5.9,2667.565,74.4,75.6
1979-09-05,11.43,106.4,5.9,2667.565,74.4,75.6
1979-09-06,11.43,106.85,5.9,2667.565,74.4,75.6
1979-09-07,11.43,107.66,5.9,2667.565,74.4,75.6
1979-09-10,11.43,108.17,5.9,2667.565,74.4,75.6
1979-09-11,11.43,107.51,5.9,2667.565,74.4,75.6
1979-09-12,11.43,107.82,5.9,2667.565,74.4,75.6
